"1624006317261348864 2023-02-10 11:24:13 +0000 <jess_sosnoski> @CHRISsW0RLD @The_Trump_Train @dan_mcnichols @Atheen_ @thandar324 @V_Hawtmess1 @SheriCarter18 @DanielKlatt @NavinJohnson @tooosunny @StevieaB @jess_sosnoski @xephula @finaltelegraph @americadefiant #trump #freespeech #socialmedia #video #patriot Trump/patriot-friendly free speech social media &amp; video sites... -  https://t.co/zqpIQuTkmA
",Text,Positive Emojis,Negative Emojis,Sentiment Score,Sentiment
"1623687777757048838 2023-02-09 14:18:27 +0000 <Megresistor> Read ""The GOP Is Starting to Plot Against Donald Trump' on SmartNews:  https://t.co/69si68Wshw
",megresistor read the gop is starting to plot against donald trump on smartnews,0,0,0.0,neutral
"1622978886198755328 2023-02-07 15:21:34 +0000 <AnarchistMary> @TheDemocrats @VoteYvette Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623315464297320454 2023-02-08 13:39:01 +0000 <DemarcusBxIII> @RealBrysonGray Donald Trump is a homosexual man. He's so sensitive!
",demarcusbxiii donald trump is a homosexual man hes so sensitive,0,0,0.0,neutral
"1622963669293301760 2023-02-07 14:21:06 +0000 <HelenaR63025106> @evrodrigues Em relação à luz é verdade, tenho a mesma opinião. Gaia à noite parece uma aldeia do interior onde ainda não chegou a eletricidade. Talvez por isso a violação que aconteceu perto do Mc Donald
",helenar em relação à luz é verdade tenho a mesma opinião gaia à noite parece uma aldeia do interior onde ainda não chegou a eletricidade talvez por isso a violação que aconteceu perto do mc donald,0,0,0.0,neutral
"1624005559190945792 2023-02-10 11:21:12 +0000 <Harvard1988> 🚨Prediction  In the coming days/weeks ahead, we will all witness the first indictment of TRUMP. Question: Which of the three (3) jurisdictions will be the first one to indict Donald Trump? 1) #JackSmith   2) @FaniforDA  or  3) @ManhattanDA    #MajorFlightRisk 🇺🇸
",harvard 🚨prediction in the coming daysweeks ahead we will all witness the first indictment of trump question which of the three jurisdictions will be the first one to indict donald trump jacksmith or majorflightrisk 🇺🇸,0,0,0.0,neutral
"1622989336856694786 2023-02-07 16:03:06 +0000 <AnarchistMary> @Robert_Aderholt Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1622929561716400128 2023-02-07 12:05:34 +0000 <IsabelD60705352> Signed it away - Donald Dewar and the Liebour Party
",isabeld signed it away donald dewar and the liebour party,0,0,0.4019,positive
"1623366479163936768 2023-02-08 17:01:43 +0000 <dog_tree2002> @ACTBrigitte I would never support her To be a dog catcher She is no good if she like trump she is no good
",dogtree i would never support her to be a dog catcher she is no good if she like trump she is no good,0,0,0.3903,positive
"1623689330630836224 2023-02-09 14:24:37 +0000 <dan_jewel> On order from Trump, Republicans throw a hissy fit during Biden's State of the Union |  https://t.co/qbpPDTgma3  https://t.co/6cIfBbtE1K
",danjewel on order from trump republicans throw a hissy fit during bidens state of the union,0,0,0.3612,positive
"1623344018687152129 2023-02-08 15:32:28 +0000 <FrankJPerruccio> I just signed a @commoncause petition: Fire Donald Trump's handpicked Postmaster General Louis DeJoy. Sign here:  https://t.co/0p5acc4q2L
",frankjperruccio i just signed a petition fire donald trumps handpicked postmaster general louis dejoy sign here,0,0,-0.34,negative
"1623985986274226179 2023-02-10 10:03:25 +0000 <ThomasC40902822> @bamage02 All that’d entail is Trump continuing the same policies that Democrats continued from him. It’s just an endless cycle of sh*t.
",thomasc all that’d entail is trump continuing the same policies that democrats continued from him it’s just an endless cycle of sht,0,0,0.0,neutral
"1623415976522919937 2023-02-08 20:18:25 +0000 <Jeffery17990418> @The_Trump_Train  https://t.co/pFypvxuLqe
",jeffery,0,0,0.0,neutral
"1623706973756698631 2023-02-09 15:34:44 +0000 <JonUPS_> Trump offers DNA sample in rape case -- but legal experts think he's 'playing a game'  https://t.co/w0tai0eYt5
",jonups trump offers dna sample in rape case but legal experts think hes playing a game,0,0,0.0258,positive
"1623283168806596609 2023-02-08 11:30:41 +0000 <McNicollb> @MonaFritsche Philly Fed says 11,000 nationwide in the last quarter. THAT’S the story that didn’t get enough attention. Inflation is still well north of 4x what it was when Trump left office. A third of US wealth wiped out. Economy is a wreck, Mona. Who you trying to kid? LOLs.
",mcnicollb philly fed says nationwide in the last quarter that’s the story that didn’t get enough attention inflation is still well north of x what it was when trump left office a third of us wealth wiped out economy is a wreck mona who you trying to kid lols,0,0,0.34,positive
"1622975449809977344 2023-02-07 15:07:55 +0000 <moonshinervr> @LarryPfeifferDC No one should be surprised by this. You don’t marry a man like The Donald if you’re not attracted to “power”
",moonshinervr no one should be surprised by this you don’t marry a man like the donald if you’re not attracted to “power”,0,0,-0.0341,negative
"1623323484737740802 2023-02-08 14:10:53 +0000 <joemcph> @RepStefanik Is there a reality series in production for the fall with Trump or DeSantis hosting? Survivor: The ""Next Generation"", or how Sarah Huckabee Sanders, Margery Taylor Greene, &amp; Stefanik face off to be MAGAs dream culture war mom.  https://t.co/y77ogEZiSB
",joemcph is there a reality series in production for the fall with trump or desantis hosting survivor the next generation or how sarah huckabee sanders margery taylor greene amp stefanik face off to be magas dream culture war mom,0,0,-0.1027,negative
"1623295931155369984 2023-02-08 12:21:24 +0000 <doublepureblood> @FoxNews Trump is a liberal loser trash bag
",doublepureblood trump is a liberal loser trash bag,0,0,-0.5267,negative
"1623261794176212996 2023-02-08 10:05:45 +0000 <JerryLocher> @GOP When Republican Trump was attacked by the media he vilified them and a guy would go out and kill reporters. #StateOfTheUnionAddress #StateOfTheUnion Thank god for a sane productive President Biden!!
",jerrylocher when republican trump was attacked by the media he vilified them and a guy would go out and kill reporters stateoftheunionaddress stateoftheunion thank god for a sane productive president biden,0,0,-0.6249,negative
"1622978984832077825 2023-02-07 15:21:58 +0000 <Rst622> @905Kar Aaron Donald?
",rst aaron donald,0,0,0.0,neutral
"1622973167311667200 2023-02-07 14:58:51 +0000 <yantdere> @westaloid WAH GATAU KAN LO MAKANYA NONTON, orang dia abistu jadi presiden, Donald Zuramp!!!
",yantdere wah gatau kan lo makanya nonton orang dia abistu jadi presiden donald zuramp,0,0,0.0,neutral
"1623325968944201729 2023-02-08 14:20:45 +0000 <NJ11thCD> @SpeakerMcCarthy @AtlantaPopRock @SarahHuckabee Great rebuttal!  Here is an up an coming political STAR!  Maybe a Trump / Huckabee ticket
",njthcd great rebuttal here is an up an coming political star maybe a trump huckabee ticket,0,0,0.6249,positive
"1623673099190411265 2023-02-09 13:20:07 +0000 <ANTONIO47MEX> So that means President Trump Created all those jobs and the DEMOC”rats” destroyed them by shutting down the economy with fake Covid mandates. Hey Joey you didn’t create any jobs , these are the same people coming back to work are Liberal lockdowns. NET NET your down 500,000 job
",antoniomex so that means president trump created all those jobs and the democ”rats” destroyed them by shutting down the economy with fake covid mandates hey joey you didn’t create any jobs these are the same people coming back to work are liberal lockdowns net net your down job,0,0,-0.4939,negative
"1623349278608609281 2023-02-08 15:53:23 +0000 <MEDITAT52588840> YOUR IVANKA TRUMP CARD IS WAITING TO BE IN YOUR HAND TODAY WITH 99% OFF  https://t.co/k52O0PqYkH #ivankatrumpbucks #TRUMP2024ToSaveAmerica #TrumpAnnouncement
",meditat your ivanka trump card is waiting to be in your hand today with off ivankatrumpbucks trumptosaveamerica trumpannouncement,0,0,0.4939,positive
"1623322247787077641 2023-02-08 14:05:58 +0000 <joemcph> @briantylercohen Is there a reality series in production for the fall with Trump or DeSantis hosting? Survivor: The ""Next Generation"", or how Sarah Huckabee Sanders, Margery Taylor Greene, &amp; Stefanik face off to be MAGAs dream culture war mom.  https://t.co/y77ogEZiSB
",joemcph is there a reality series in production for the fall with trump or desantis hosting survivor the next generation or how sarah huckabee sanders margery taylor greene amp stefanik face off to be magas dream culture war mom,0,0,-0.1027,negative
"1622964302284988416 2023-02-07 14:23:37 +0000 <_sunior> @donald_hidalgo @PokeSuutamie ""SLEEP""?
",sunior sleep,0,0,0.0,neutral
"1622903747524567040 2023-02-07 10:23:00 +0000 <KevinEd23419176> Donald Blume Darcy Titus #偏门 #投资  https://t.co/mB5vvI51MT
",kevined donald blume darcy titus 偏门 投资,0,0,0.0,neutral
"1623419350081482752 2023-02-08 20:31:49 +0000 <David559425> @CollisMarty @FoxNews At least he is fixing the economic mess left by corrupt liar traitor Trump.
",david at least he is fixing the economic mess left by corrupt liar traitor trump,0,0,-0.7003,negative
"1622968795882205185 2023-02-07 14:41:28 +0000 <PolProctologist> Let me translate McCarthy: ""Us christians want christian nationalism, we feel more comfortable dominating the rest of society with our narrow minded belief system, only christian nationalism will save this country, ask Donald, he'll tell you!  https://t.co/UtFcYgUeNk
",polproctologist let me translate mccarthy us christians want christian nationalism we feel more comfortable dominating the rest of society with our narrow minded belief system only christian nationalism will save this country ask donald hell tell you,0,0,0.0038,positive
"1622969426793619456 2023-02-07 14:43:59 +0000 <AnarchistMary> @RepKarenBass Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
"1623340425305006080 2023-02-08 15:18:12 +0000 <mlauriat> Trouble in MAGA world: Crucial Trump ally loses 'key asset'  https://t.co/1ANAo8c8aN
",mlauriat trouble in maga world crucial trump ally loses key asset,0,0,-0.3612,negative
"1623375791567343626 2023-02-08 17:38:44 +0000 <Melissa72272061> @RSBNetwork @RepMTG @mtgreenee @brianglenntv It could've killed people so....  Why did trump deny Covid and allow it to traverse the continental U. S. ?
",melissa it couldve killed people so why did trump deny covid and allow it to traverse the continental u s,0,0,-0.7184,negative
"1623330170424680448 2023-02-08 14:37:27 +0000 <CalebroRandell> President Trump's Response to the State of the Union  https://t.co/ODxjSRSlRv
",calebrorandell president trumps response to the state of the union,0,0,0.0,neutral
"1623340694759940096 2023-02-08 15:19:16 +0000 <Please_StandBye> @EmeraldRobinson The left says the right has committed crimes and the right says the left has committed crimes; TRUTH is no one’s in jail! THINK LOGICALLY. If they weren’t ALL IN ON IT, some would be in prison; HILLARY, TRUMP, OBAMA, PENCE, BIDEN, MCCONNELL, LYNCH, Critical Thinking is a must!
",pleasestandbye the left says the right has committed crimes and the right says the left has committed crimes truth is no one’s in jail think logically if they weren’t all in on it some would be in prison hillary trump obama pence biden mcconnell lynch critical thinking is a must,0,0,-0.3182,negative
"1623710494677663747 2023-02-09 15:48:43 +0000 <DavisLilian> Read ""Trump Put Nearly $1 Million Of Donor Money Into His Own Pockets Since Leaving Office' on SmartNews:  https://t.co/ChgQkJaSMj
",davislilian read trump put nearly million of donor money into his own pockets since leaving office on smartnews,0,0,0.0,neutral
"1622986039924264961 2023-02-07 15:50:00 +0000 <AmericanVoice14> Donald Trump's two new hires turn heads.   https://t.co/k0n0lrmo3f
",americanvoice donald trumps two new hires turn heads,0,0,0.0,neutral
"1624016363663634432 2023-02-10 12:04:08 +0000 <GKSmoking> he worse than trump
",gksmoking he worse than trump,0,0,-0.4767,negative
"1622987152760926209 2023-02-07 15:54:25 +0000 <AnarchistMary> @RepMikeCarey Can you look into what the CIA know about the RNC hack? They were hacked at the same time as the DNC when Hillary’s emails were released. Ever since the RNC hack, the entire GOP has been in lock step with Donald Trump. What is Putin blackmailing the GOP with? Please find out.
",anarchistmary can you look into what the cia know about the rnc hack they were hacked at the same time as the dnc when hillary’s emails were released ever since the rnc hack the entire gop has been in lock step with donald trump what is putin blackmailing the gop with please find out,0,0,-0.1027,negative
